Price,Close,High,Low,Open,Volume,30D_MA,Volatility
Ticker,VNQ,VNQ,VNQ,VNQ,VNQ,,
Date,,,,,,,
2015-04-06,57.29941940307617,57.49329274648503,56.81139779764493,56.89830442726119,4398100,,
2015-04-07,56.289947509765625,57.36627593176175,56.289947509765625,57.28605599004293,3039000,,
2015-04-08,56.37686538696289,56.53731038832788,56.21641528514326,56.47045872946369,2630300,,
2015-04-09,55.206947326660156,56.28327594037719,55.07323889922186,56.28327594037719,5098700,,
2015-04-10,55.16682052612305,55.815292235157536,55.00637554774411,55.49440227839966,3651600,,
2015-04-13,55.01974105834961,55.36737264512771,55.00636767013516,55.14675764366785,2348700,,
2015-04-14,55.21360778808594,55.487706134074124,55.086591206207565,55.14007455671058,3662600,,
2015-04-15,54.79914474487305,55.44092988579696,54.76571636339011,55.43424318940939,3514000,,
2015-04-16,54.93952560424805,55.173508934243394,54.43813056834914,54.69885557898024,3395400,,
2015-04-17,54.685489654541016,55.006379635143496,54.31111120989909,54.72559962700276,5055300,,
2015-04-20,54.76569366455078,55.07990195862213,54.591880434154,54.90608362777255,3191200,,
2015-04-21,54.85930252075195,55.20693928097302,54.705544227174904,54.91278588393277,3830400,,
2015-04-22,54.972938537597656,55.2604051481117,54.82586188564359,54.87265853849692,3852800,,
2015-04-23,55.12004089355469,55.24037593963564,54.85263421377965,54.96628256272959,2266200,,
2015-04-24,55.233673095703125,55.55456302817561,54.98631640156323,55.18018974013988,2291700,,
2015-04-27,55.16014862060547,55.69496700929614,55.03312689433109,55.28048365064046,2973300,,
2015-04-28,55.05317306518555,55.233678131555436,54.698854728068184,55.10665642562507,3423400,,
2015-04-29,53.94341278076172,54.792439315329744,53.80302280735062,54.52502765625725,3149400,,
2015-04-30,53.06763458251953,53.79633115887138,52.74005800806182,53.72947952537326,8753800,,
2015-05-01,53.46875762939453,53.83644418479988,53.02084094849811,53.127807648548895,5902600,,
2015-05-04,53.52223205566406,54.01694535738014,53.44201213680939,53.6425670343987,4563700,,
2015-05-05,52.35900115966797,53.49549429719701,52.272094541064966,53.49549429719701,6407200,,
