Price,Close,High,Low,Open,Volume,30D_MA,Volatility
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,
Date,,,,,,,
2015-04-07,253.17999267578125,255.80499267578125,252.2050018310547,255.2740020751953,18467400,,
2015-04-08,245.02200317382812,253.8470001220703,244.21499633789062,253.06399536132812,30086400,,
2015-04-09,243.67599487304688,246.1179962158203,239.39999389648438,244.75100708007812,21643500,,
2015-04-10,236.07200622558594,243.69400024414062,232.77099609375,243.69400024414062,28882000,,
2015-04-11,236.552001953125,239.53700256347656,234.1750030517578,236.01600646972656,16365200,,
2015-04-12,236.1529998779297,237.72799682617188,233.4949951171875,236.53500366210938,12387900,,
2015-04-13,224.58700561523438,236.93499755859375,221.99600219726562,235.9499969482422,31181800,,
2015-04-14,219.15899658203125,224.9759979248047,216.322998046875,224.75900268554688,31719000,,
2015-04-15,223.83299255371094,223.83299255371094,218.6490020751953,219.072998046875,22562000,,
2015-04-16,228.572998046875,229.6719970703125,223.91700744628906,223.91700744628906,24805400,,
2015-04-17,222.8820037841797,228.906005859375,221.94200134277344,228.5749969482422,20429800,,
2015-04-18,223.3560028076172,224.3159942626953,220.87600708007812,222.85299682617188,12939000,,
2015-04-19,222.60000610351562,226.35299682617188,222.3730010986328,223.45599365234375,15021500,,
2015-04-20,224.62600708007812,226.3509979248047,221.9770050048828,222.61199951171875,18364700,,
2015-04-21,235.2689971923828,235.2689971923828,224.30099487304688,224.6199951171875,24978000,,
2015-04-22,234.17599487304688,237.90899658203125,233.4759979248047,235.6020050048828,23847900,,
2015-04-23,236.46200561523438,236.47500610351562,233.19900512695312,234.05299377441406,17036000,,
2015-04-24,231.26800537109375,236.30499267578125,229.93299865722656,235.97000122070312,21448700,,
2015-04-25,226.38999938964844,232.56100463867188,226.33700561523438,231.23500061035156,13957200,,
2015-04-26,219.42999267578125,226.94400024414062,214.87399291992188,226.41000366210938,28943700,,
2015-04-27,229.28599548339844,233.30499267578125,218.0229949951172,219.4290008544922,38574000,,
2015-04-28,225.85499572753906,229.4949951171875,223.06900024414062,228.968994140625,21469200,,
2015-04-29,225.80799865722656,227.0399932861328,223.42999267578125,225.59100341796875,18936500,,
2015-04-30,236.14500427246094,239.56300354003906,224.9929962158203,225.6929931640625,33818600,,
