Price,Close,High,Low,Open,Volume,30D_MA,Volatility
Ticker,TLT,TLT,TLT,TLT,TLT,,
Date,,,,,,,
2015-04-07,101.47807312011719,101.57871119603881,100.51818431710127,100.81233807351869,4764900,,
2015-04-08,101.5090560913086,101.68709809800559,100.64979345101312,101.42390351210878,5378900,,
2015-04-09,100.19302368164062,101.34645151220788,99.96080019600379,101.3077436606091,6484200,,
2015-04-10,100.34009552001953,100.98260798836613,100.28591398325501,100.88198175952442,4843000,,
2015-04-13,100.47943878173828,100.61877285432772,100.16205097820502,100.27042586087781,4010600,,
2015-04-14,101.19166564941406,102.07415062493875,101.0058749869945,101.64838773938257,6075500,,
2015-04-15,101.10652160644531,101.61743711223781,100.88203487255744,101.44713194364031,4425200,,
2015-04-16,100.6032943725586,101.29998832626754,100.17753170663615,101.27676598194229,7085500,,
2015-04-17,101.7566909790039,101.95021835317925,100.40199935977647,100.45619269429285,7268800,,
2015-04-20,100.8587875366211,101.4161476861878,100.58010746183774,101.36196612797005,4949400,,
2015-04-21,100.40204620361328,100.98262859701734,100.29367129599035,100.81232348332716,4563800,,
2015-04-22,98.86930084228516,100.28592313986739,98.72996084734282,100.2472152889433,9707600,,
2015-04-23,99.29512786865234,99.74411324372333,98.78421225440067,98.93129509595664,6843400,,
2015-04-24,99.91439056396484,100.19305884452807,99.54280923258312,99.58151709776648,4773000,,
2015-04-27,99.91439056396484,100.24725221818117,99.37250407536202,99.91439056396484,4334900,,
2015-04-28,98.53643798828125,99.65890075141566,98.51321563904212,99.21765249191553,7464300,,
2015-04-29,97.32881927490234,97.87843647630979,96.98046635165186,97.3907435649568,11554800,,
2015-04-30,97.49916076660156,97.66946592663264,96.38444628401926,96.79472367537167,12876000,,
2015-05-01,96.18667602539062,96.99340369577723,95.94621122912353,96.75293889951014,12378500,,
2015-05-04,95.27909851074219,96.59778429015228,95.19377115721544,96.4193768550422,9144700,,
2015-05-05,95.14724731445312,95.43425217234596,94.39481829695691,95.30238475557823,13935500,,
2015-05-06,93.51823425292969,94.68178231381297,93.37085552286695,94.62748364102954,14355000,,
2015-05-07,94.77489471435547,95.07741682108548,94.13106318747343,94.19312052170346,11933700,,
2015-05-08,95.03083038330078,95.83755758008962,94.87568712347009,95.70568432970597,11716400,,
2015-05-11,92.71928405761719,94.36376777610371,92.69601403864777,94.34049775713429,13738600,,
2015-05-12,92.95973205566406,93.57253475655943,92.16852196275161,92.41674531720568,15861700,,
2015-05-13,92.21509552001953,93.64238476565028,92.0289294160203,93.58808607206242,15760000,,
2015-05-14,92.46328735351562,92.95198134684604,92.06768525752932,92.24609265341842,9128400,,
2015-05-15,94.31720733642578,94.56543661561452,93.30880252122444,93.37861256741246,12630600,,
2015-05-18,92.73480987548828,93.41742280650877,92.67275254045555,93.33209545036705,10208300,97.62075729370117,
2015-05-19,91.91255950927734,92.95975182362567,91.6333074363694,91.7419048071544,8435300,97.30190684000651,0.010138580822206908
2015-05-20,92.06768035888672,92.65720710832312,91.67207236583779,92.12973175696169,7789700,96.98719431559245,0.01015839495889648
2015-05-21,93.35533905029297,93.55702237301287,92.65720902404064,92.75805364445635,11760700,96.75927149454752,0.010452408069820876
2015-05-22,93.39415740966797,93.66565086623727,92.9287392101044,93.58808215266225,5417900,96.52774022420247,0.010441087569891108
2015-05-26,94.99209594726562,95.06191193256616,93.65789276085418,93.7354614748776,10469700,96.34482879638672,0.011013282255237917
2015-05-27,95.20928192138672,95.30236792048662,94.33274428945295,94.77489242847979,6490300,96.14541600545247,0.010913921334657127
2015-05-28,94.97654724121094,95.43420661674571,94.80589258656705,95.02308726770974,6237600,95.94108352661132,0.010912121319027333
2015-05-29,95.18600463867188,95.8531061193738,95.0308672367883,95.58937135254922,7912000,95.76050720214843,0.01092390358329599
2015-06-01,94.1629409790039,95.1346546658911,93.820901794211,94.92476711910614,13108100,95.50738220214843,0.010746168319803715
2015-06-02,92.8492431640625,93.48668748341055,92.5927091751988,93.41672097241445,10076200,95.24039738972982,0.010889603166692552
2015-06-03,91.35665130615234,92.19621353818114,91.10789278527763,92.03296631487626,14810900,94.93888422648112,0.0111573470148142
2015-06-04,92.5460205078125,92.73258788834914,91.83861004651965,91.93189670222301,10859300,94.72810821533203,0.01128657609924087
2015-06-05,91.41886901855469,92.17292017241428,91.24784637365383,91.60543648077713,11200200,94.4655662536621,0.011363000522581922
2015-06-08,91.31783294677734,91.85422119077525,91.2400969813408,91.69874332902818,5334000,94.1790143330892,0.011242572964306655
2015-06-09,90.59485626220703,91.05350250389681,90.26058635029634,90.99908674757984,12393900,93.86836318969726,0.011264245479793517
2015-06-10,89.80192565917969,90.27612260390521,89.59981340110183,90.11287535043984,12183600,93.57721277872722,0.011137684665863255
2015-06-11,91.69095611572266,91.70650686532673,90.36165170648974,90.61041032229578,13849300,93.38928400675455,0.011824048330647803
2015-06-12,91.69095611572266,92.56161423648044,91.38001229412002,91.4111019315817,7863100,93.1956771850586,0.011809626920236762
2015-06-15,91.83868408203125,92.55386455968765,91.52773424321873,92.42171280572667,8194200,93.05074412027994,0.011623378996033261
2015-06-16,92.56160736083984,92.56938273506431,91.68317986140441,92.20401724786065,7046400,92.96016108194986,0.01164415576615712
2015-06-17,91.84638977050781,92.21952454926678,91.14675464674677,92.11846844895089,13626100,92.85013249715169,0.011710671707571528
2015-06-18,91.39556121826172,91.5277129414663,90.7581168659457,91.24008930047674,10123300,92.77937672932943,0.011341349538162983
2015-06-19,92.56938171386719,92.65489303677462,92.11072953364803,92.1262802819254,10439200,92.70585962931315,0.011316289966326235
2015-06-22,90.68036651611328,91.838648133151,90.63372020348174,91.60543436261096,9769000,92.56084416707357,0.011849094844515061
2015-06-23,90.13617706298828,90.9213235380322,89.93406484634002,89.96516040217918,8945100,92.47474060058593,0.011078866904935501
2015-06-24,90.91360473632812,91.08462743442503,90.29948640170673,90.57156527100885,8600400,92.40653635660807,0.011198202731394893
2015-06-25,90.59485626220703,91.01463749559761,90.3227774806222,90.63372127050623,8287800,92.35252838134765,0.01112651268447444
2015-06-26,89.57647705078125,90.0739940946867,89.30439241322306,89.91851631167188,11673000,92.25630137125651,0.011277121745020009
2015-06-29,91.94747924804688,92.25065358991817,90.53266367569,90.92134933766576,17132900,92.17731043497722,0.01174151011354779
2015-06-30,91.31002807617188,92.273966784138,91.20897194683474,91.26338769815044,13469000,92.12981770833333,0.011411980598800322
2015-07-01,90.0775146484375,90.65403399483134,89.92948708147296,90.23332876024318,12451500,92.06864954630534,0.011560087936757632
2015-07-02,90.37358856201172,90.88778597070907,90.2800965029952,90.62289477546011,6682100,92.01217981974284,0.011574714994161739
2015-07-06,92.04859161376953,92.4381328343577,91.19938866204512,91.97068455843736,10605800,91.96862157185872,0.01179934006218977
2015-07-07,92.91342163085938,93.87169020028675,92.67190190736979,93.22505595721566,16160100,91.95259704589844,0.01193394619262074
2015-07-08,93.71585845947266,93.93400066389277,93.10038241475631,93.50550280240378,9951800,91.91005579630534,0.011608343868869941
2015-07-09,91.86939239501953,92.80429481301975,91.8148568664307,92.47707569755993,11108900,91.79872614542643,0.012116877613020827
2015-07-10,90.41253662109375,90.93452052796894,90.18660195753694,90.40474413092188,13636600,91.64659245808919,0.012411380956270375
2015-07-13,90.13207244873047,90.73196346570309,89.89834527935324,89.89834527935324,8006700,91.4781280517578,0.012393584293881215
2015-07-14,90.4281005859375,90.58391469983493,90.10867986926952,90.38914408549942,4227800,91.35363337198893,0.012306492142930205
2015-07-15,91.3863525390625,91.58112310632912,90.40470721573952,90.45924273681713,8720400,91.3048703511556,0.012250561878431118
2015-07-16,92.01746368408203,92.05642019898713,91.0514027425181,91.06698178212235,7306500,91.32689743041992,0.011955198928313135
